[BINANCE] BTCUSDT | Bid: 71062.67 | Ask: 71062.68
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71019.8 | Ask: 71019.9
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71019.8 | Ask: 71019.9
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71019.8 | Ask: 71019.9
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71031.53
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71031.52 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BYBIT] BTCUSDT | Bid: 71021.4 | Ask: 71021.5
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71033.39 | Ask: 71033.4
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BYBIT] BTCUSDT | Bid: 71025.5 | Ask: 71027.4
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BYBIT] BTCUSDT | Bid: 71027.3 | Ask: 71027.4
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BYBIT] BTCUSDT | Bid: 71027.3 | Ask: 71027.4
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71034.0 | Ask: 71034.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BYBIT] BTCUSDT | Bid: 71029.4 | Ask: 71029.5
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BYBIT] BTCUSDT | Bid: 71034.2 | Ask: 71034.3
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BYBIT] BTCUSDT | Bid: 71034.2 | Ask: 71034.3
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BYBIT] BTCUSDT | Bid: 71034.2 | Ask: 71034.3
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.0 | Ask: 71036.01
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BYBIT] BTCUSDT | Bid: 71034.2 | Ask: 71034.3
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
[BINANCE] BTCUSDT | Bid: 71036.01 | Ask: 71036.02
